ID_PER,P5_17_1,P5_17_2,P5_17_3,P5_17_4,P5_16_1,P5_16_3,P5_11_01,P5_26,P5_1,P5_2_1,P5_2_4,P6_1,P6_3,P6_4_1,P6_4_2,P6_13,P6_14_1,P6_14_2,P6_14_3,P6_15,P7_37,P7_38,P7_40_1,P7_40_2,P7_40_3,P7_40_4,P7_40_5,P7_40_6,P7_1,P7_2,P7_9,P7_35,P7_36,P8_9_12,P10_7,P10_5_1,P10_5_2,P10_5_3,P10_5_4,P10_1,P10_3,P10_6,P10_8
1596.0323,4,3,1,3,3,1,0,3,1,1,1,2,2,1,2,3,2,2,1,2,3,2,1,2,2,1,2,2,1,12,1,2,2,2,4,1,2,1,2,2,2,1,2
1598.3524,1,1,1,4,1,1,0,4,2,1,1,21,1,1,2,3,1,2,1,2,4,4,1,2,2,2,2,2,2,24,1,1,1,2,4,2,2,2,2,1,2,2,1
1602.3636,4,3,1,1,2,1,0,4,2,1,2,1,2,1,1,3,2,2,1,2,3,2,1,1,1,1,2,2,1,24,1,2,2,1,4,1,2,1,1,2,1,2,2
1603.4655,4,4,4,4,1,1,0,4,1,1,1,14,2,1,1,3,1,2,1,2,4,4,1,2,2,2,2,2,2,15,1,1,1,2,4,1,1,2,2,2,2,1,2
1606.3521,3,1,4,3,2,3,0,4,2,1,1,5,2,1,1,3,2,2,1,2,4,4,2,2,2,1,2,2,1,20,1,1,1,2,4,1,2,1,2,2,2,1,2
1609.0573,1,2,2,2,1,1,0,3,1,1,1,2,2,1,1,3,2,2,1,2,3,4,1,2,2,2,2,2,1,24,1,1,2,2,4,1,1,1,1,2,1,2,2
1613.6619,3,3,4,4,1,1,0,4,2,1,2,4,2,1,2,3,2,2,1,2,4,4,1,2,2,2,2,2,1,13,1,1,2,2,4,2,2,2,2,1,2,1,1
1615.7769,4,3,4,4,1,2,1,3,2,1,1,16,1,1,2,3,2,2,1,2,4,3,1,2,2,1,2,2,2,20,1,1,1,2,4,2,2,2,2,2,2,2,2
1622.4861,4,3,3,1,1,1,0,4,1,1,1,3,2,1,2,3,2,2,1,2,4,4,1,1,2,2,2,2,1,17,1,2,2,1,4,1,2,2,2,2,2,1,1
1627.8091,4,4,4,4,3,1,0,4,1,1,2,4,2,1,1,3,2,2,1,2,3,3,1,2,2,2,2,2,1,15,1,1,2,1,4,1,2,2,2,2,2,2,1
1629.2744,4,1,1,4,3,2,0,4,1,2,2,0,2,1,2,3,1,2,1,2,1,1,1,2,2,1,2,2,2,24,1,2,2,2,4,2,2,2,2,2,2,1,2
1663.6307,4,3,1,4,1,1,0,4,2,1,2,3,2,1,1,3,1,2,1,2,4,4,1,1,2,2,2,2,1,22,1,1,1,2,4,1,2,3,2,2,1,1,2
1666.8291,1,4,4,4,1,2,1,4,1,1,1,0,2,1,1,3,2,2,2,2,4,2,2,2,1,2,2,2,1,18,1,2,2,2,4,2,1,2,2,2,1,2,2
1666.8723,3,3,3,3,2,3,0,2,1,1,1,22,1,1,1,3,1,1,2,2,3,4,1,2,2,2,2,2,1,12,1,1,1,2,4,2,2,2,2,2,2,1,1
1669.1116,4,4,4,4,1,1,0,3,2,1,1,3,2,1,1,3,2,2,1,2,3,4,2,2,2,2,2,2,2,22,1,1,1,2,4,1,2,3,2,2,2,2,2
1670.9975,3,3,1,1,3,1,1,4,1,1,2,3,2,1,1,3,2,2,1,2,1,3,1,2,2,2,2,2,1,13,1,2,2,2,4,1,1,1,1,2,1,1,2
1671.4330,4,4,4,4,1,3,0,2,2,1,2,13,1,1,1,3,1,2,1,2,3,3,1,2,2,2,2,2,1,16,1,2,2,2,4,1,2,2,2,2,1,2,2
1684.2230,1,2,2,3,3,2,0,4,1,1,1,1,2,1,2,3,2,2,2,1,3,4,1,2,2,2,2,2,1,20,1,1,1,1,4,1,2,2,2,2,2,1,1
1685.6255,3,2,3,4,2,2,0,4,2,1,2,21,2,1,2,3,1,2,1,2,4,4,1,2,2,2,2,2,2,14,1,1,1,2,4,1,2,1,1,2,1,1,2
1687.0301,3,4,1,1,1,2,0,4,2,1,2,5,2,1,1,3,2,2,1,2,3,4,1,2,2,2,2,2,1,22,2,1,1,2,4,1,2,1,2,2,1,1,1
1688.8398,4,4,4,3,2,2,0,4,2,1,1,5,2,1,1,3,2,2,1,2,2,2,1,1,2,2,2,2,2,12,1,2,2,1,4,2,3,2,2,2,2,2,2
1690.8579,1,1,2,2,1,3,0,3,2,1,1,21,2,2,2,3,2,2,1,2,4,4,1,2,1,1,2,2,2,16,1,1,1,2,4,1,1,1,1,2,2,2,2
1695.3974,1,2,2,4,3,3,0,2,1,1,1,1,2,1,1,3,1,2,2,1,4,4,1,2,2,2,2,2,2,14,1,1,1,2,4,1,1,2,1,2,2,1,2
1699.8723,1,3,3,3,1,1,0,4,2,2,2,4,2,2,2,2,2,2,1,2,4,4,1,1,2,1,2,2,2,12,1,1,2,2,4,1,1,1,2,1,1,1,1
1718.2757,1,3,1,4,1,1,0,3,2,1,1,20,2,1,1,3,1,2,2,2,4,4,2,2,2,2,2,2,2,14,1,1,1,2,4,1,2,2,1,2,2,1,1
1727.4672,2,1,3,3,1,1,0,4,1,1,1,7,2,1,1,3,2,2,1,2,2,4,1,2,1,2,2,2,2,16,1,1,1,2,4,1,1,1,2,2,1,1,2
1728.5401,4,1,1,4,1,1,0,3,1,1,1,2,2,1,2,3,2,1,1,2,4,4,2,2,2,2,2,2,1,18,1,1,2,2,4,2,2,2,2,1,1,1,1
1733.7676,3,3,4,1,1,1,0,3,2,2,2,3,2,1,1,3,1,1,2,2,4,4,2,2,2,2,2,2,2,18,1,1,1,2,4,2,2,2,2,2,2,2,1
1738.1533,4,3,3,3,2,1,0,3,2,1,1,1,2,1,1,3,1,1,2,1,4,4,1,2,2,2,2,2,2,24,1,1,1,2,4,1,2,2,2,2,2,1,1
1742.8313,1,3,3,4,1,1,0,2,1,1,1,97,1,1,2,3,2,2,1,2,3,3,1,2,2,1,2,2,2,24,1,2,2,2,4,1,2,2,2,2,1,2,2
1743.1599,3,1,1,1,1,1,0,1,1,1,1,2,2,1,1,3,2,2,1,1,3,3,2,2,1,2,2,2,2,16,1,1,1,2,4,1,1,1,1,2,1,1,1
1743.1936,1,2,1,2,1,1,0,2,1,1,1,4,2,1,2,3,2,2,1,2,4,3,1,2,2,2,2,2,1,12,1,1,1,2,4,1,1,2,2,2,1,1,2
1751.5227,1,1,1,1,1,1,0,1,1,1,1,2,2,1,1,3,2,2,1,2,3,3,2,2,2,2,2,2,2,18,1,1,1,2,4,1,2,2,2,2,2,1,1
1751.6499,3,4,1,2,1,1,0,4,1,1,1,5,2,1,1,3,2,2,1,2,4,4,1,1,2,2,2,2,1,10,1,1,1,2,4,1,2,2,2,2,1,1,2
1753.6619,4,3,2,1,3,1,0,1,1,1,1,2,2,1,1,3,2,2,1,2,2,2,1,2,1,2,2,2,1,10,1,2,2,2,4,2,2,2,2,2,1,1,2
1757.5585,4,4,4,4,2,3,0,4,1,1,1,5,2,1,1,3,2,2,1,2,3,3,2,2,2,2,2,2,2,16,1,1,2,2,4,1,2,2,2,2,1,2,2
1789.4811,4,3,3,3,1,1,0,4,1,1,1,24,2,2,1,3,2,2,1,1,3,2,1,2,2,2,2,2,2,24,1,1,1,2,4,1,1,1,2,2,2,1,2
1793.4484,4,2,3,4,2,1,0,4,2,1,2,3,2,1,1,3,2,2,1,2,3,3,1,2,2,2,2,2,2,13,2,1,1,2,4,1,2,1,2,2,1,1,2
1802.9408,4,1,1,1,1,1,0,1,1,1,1,3,2,1,1,2,2,2,1,2,4,4,2,2,2,2,2,2,2,18,1,1,1,2,4,1,1,1,2,2,2,2,2
1806.8596,4,2,4,4,1,1,0,4,2,1,1,70,1,1,2,3,2,2,1,2,3,3,1,2,2,2,2,2,2,16,1,1,1,2,4,1,2,2,2,2,2,2,2
1809.3506,1,1,1,1,1,1,0,2,1,1,1,4,2,1,1,3,1,1,2,2,4,4,1,2,2,2,2,2,1,16,1,1,1,2,4,1,1,1,2,1,2,1,2
1818.4337,4,1,2,4,1,1,0,4,1,1,2,4,2,2,1,3,2,2,2,1,3,3,1,2,2,2,2,2,2,12,1,1,1,2,4,1,2,1,2,2,2,2,2
1822.9039,1,1,1,2,1,1,0,3,1,1,1,19,1,1,1,3,2,2,1,2,4,1,1,2,2,2,2,2,2,24,2,1,2,1,4,1,1,2,2,1,1,2,2
1830.6442,4,2,4,1,1,1,0,4,1,1,2,2,2,1,1,3,2,2,1,2,4,4,1,2,1,1,2,2,2,12,1,1,2,2,4,2,2,2,2,2,1,2,1
1838.1424,3,1,1,1,1,1,1,4,2,1,1,4,2,1,1,3,2,2,1,2,4,3,1,2,2,2,2,2,2,24,1,1,1,2,4,1,2,3,2,2,2,1,2
1841.0997,1,4,4,4,1,1,0,4,2,1,1,11,2,1,1,3,1,1,2,1,4,4,2,2,2,2,2,2,2,22,1,1,1,2,4,2,2,2,2,2,2,1,2
1848.3129,1,2,2,3,2,2,0,4,1,1,1,5,2,1,1,3,1,1,1,2,3,3,2,2,2,2,2,2,1,12,2,1,1,2,4,1,1,2,1,2,2,1,2
1856.7755,1,1,1,1,1,1,1,1,2,1,1,4,2,1,1,3,1,1,2,2,4,4,1,2,2,2,2,2,1,14,1,1,1,2,3,2,2,2,2,2,1,2,2
1872.8794,2,2,2,2,3,3,0,3,2,1,1,3,2,1,1,3,2,2,1,2,3,3,1,2,2,1,2,2,1,12,1,1,1,2,3,1,1,2,2,2,1,2,2
1879.1009,4,1,1,3,1,1,0,4,2,1,2,4,2,1,1,3,1,1,2,2,4,3,1,2,2,2,2,2,2,10,1,1,1,2,4,2,2,2,2,2,1,1,1
1880.4733,2,4,1,3,1,1,0,4,1,1,1,18,1,1,1,3,2,2,1,2,4,4,2,2,2,2,2,2,2,16,2,1,1,1,4,1,1,2,1,1,1,1,1
1882.9645,1,2,2,4,1,1,0,2,1,1,1,7,2,1,1,3,1,2,2,2,3,3,1,2,2,2,2,2,2,13,1,1,1,2,4,1,1,1,1,2,1,1,2
1883.4918,2,4,4,4,1,1,0,4,2,1,1,5,2,1,1,3,2,2,1,2,4,4,1,2,2,2,2,2,1,12,2,2,2,2,4,1,2,2,2,2,2,2,2
1889.9111,1,1,1,1,1,1,0,1,1,1,2,2,2,1,2,3,2,2,1,2,1,4,1,1,2,2,2,2,1,23,2,2,2,1,4,1,1,1,1,1,1,2,2
1897.4616,1,4,4,4,2,1,0,4,2,2,1,15,2,1,1,3,2,2,1,2,2,1,1,2,1,1,1,2,2,12,1,2,2,2,4,1,2,2,2,2,2,1,2
1904.8515,4,2,4,4,3,1,0,4,1,1,2,7,1,1,1,3,2,2,2,1,3,4,1,2,2,2,2,2,1,12,2,1,1,2,4,1,2,2,1,2,2,1,2
1906.2470,4,4,4,4,1,1,0,4,2,1,2,0,2,1,1,3,2,2,1,2,4,4,1,1,2,2,2,2,2,24,1,2,2,1,4,2,2,2,2,2,1,2,1
1911.8404,2,2,2,4,1,1,0,2,1,1,2,3,2,1,1,3,1,1,2,2,1,4,2,2,2,1,2,2,1,23,2,1,2,2,2,1,1,2,1,2,1,1,2
1915.2266,4,4,4,4,3,1,0,4,2,1,2,3,2,1,1,3,2,2,2,2,2,2,1,2,1,1,2,2,2,11,1,2,2,1,4,2,1,1,1,1,2,1,1
1932.2250,1,1,1,1,1,1,0,1,1,1,1,6,2,2,1,3,2,2,1,2,4,4,1,2,2,2,2,2,2,21,1,1,1,1,4,1,2,2,2,1,2,2,2
1936.8666,1,4,4,4,1,1,0,4,2,1,1,1,2,1,1,3,2,2,1,2,3,1,1,2,1,2,2,2,1,17,2,1,2,2,4,2,3,2,1,2,2,2,1
1937.7474,2,1,2,2,2,1,1,2,1,1,1,3,2,2,1,3,2,2,1,2,3,3,2,2,2,2,1,2,1,12,1,1,2,2,4,1,2,1,2,2,2,1,2
1973.2142,4,4,4,4,3,1,0,4,2,1,1,5,2,1,1,3,2,2,1,2,4,3,1,2,1,2,2,2,2,12,2,1,1,2,4,2,2,2,2,2,1,1,1
1977.5148,3,2,4,4,1,1,0,2,1,1,2,7,2,1,2,3,2,2,2,2,2,4,1,2,2,1,2,2,1,20,1,1,1,2,4,1,1,2,1,1,1,1,2
1980.8261,4,4,4,4,3,3,0,3,1,1,2,5,2,1,1,3,1,1,2,2,3,4,1,2,2,1,2,2,1,12,1,1,1,2,4,2,2,1,1,2,2,1,2
1980.8529,1,1,1,3,1,1,0,3,1,1,1,11,2,1,1,3,1,1,2,2,2,3,1,2,2,1,2,2,2,18,1,1,1,2,4,1,2,1,1,2,2,1,1
1988.3913,4,2,4,1,1,1,0,4,1,1,1,2,2,1,2,3,2,2,1,2,4,2,1,2,1,2,2,2,1,17,2,2,2,2,4,2,2,2,2,1,2,1,2
2000.3733,3,3,3,2,1,1,1,3,1,1,1,18,1,1,2,3,2,2,1,2,2,4,1,2,2,1,2,2,2,22,1,1,1,2,4,1,2,2,2,2,2,2,2
2011.6045,3,1,1,1,1,1,0,1,2,1,1,96,1,2,2,3,2,2,1,2,3,4,1,1,2,2,2,2,2,19,1,2,2,1,4,2,2,1,2,1,1,2,2
2012.9515,2,3,4,3,1,1,0,4,1,1,1,3,2,1,2,2,2,2,2,2,3,3,1,2,2,1,2,2,2,24,1,1,1,2,4,2,1,1,1,1,2,1,2
2022.3467,3,4,4,4,2,2,0,2,2,1,1,5,2,1,1,3,2,2,1,2,3,3,1,2,2,2,2,2,2,12,1,2,2,1,4,1,2,2,1,1,1,2,2
2023.4865,3,3,1,2,3,3,0,4,1,1,2,19,2,1,1,3,1,2,1,2,2,4,1,2,2,2,2,2,1,10,1,1,2,1,4,1,2,1,1,2,1,2,1
2024.2363,3,1,4,3,1,2,0,4,1,1,2,7,2,1,1,3,2,2,1,2,3,4,1,2,1,2,2,2,1,18,1,1,1,2,4,2,2,2,2,2,1,1,2
2031.7326,1,3,4,4,1,2,0,4,2,1,1,15,1,1,2,3,2,2,1,2,4,1,1,2,2,2,2,2,2,22,1,1,2,1,4,1,1,1,1,1,2,2,2
2060.7236,2,4,3,3,1,1,0,3,1,1,1,0,2,1,1,3,1,1,1,2,3,3,1,2,2,1,2,2,1,12,1,1,1,2,4,2,2,2,2,1,2,1,2
2061.9891,3,3,3,3,2,2,0,3,2,1,1,5,2,1,1,3,2,2,1,2,3,3,1,2,2,2,2,2,2,12,1,1,2,2,4,1,2,2,2,1,1,1,2
2086.2287,1,1,1,1,1,1,0,1,1,1,1,2,2,1,2,3,1,2,1,2,3,3,2,2,2,1,2,2,1,12,1,1,1,2,4,1,2,2,2,2,1,1,1
2086.9098,3,3,2,2,3,1,0,4,2,1,1,3,2,2,2,3,2,2,1,2,1,1,1,2,1,2,2,2,1,19,1,2,2,2,4,1,1,1,2,1,1,2,1
2091.7076,4,3,3,3,1,3,0,1,2,1,1,1,2,1,1,3,1,2,1,2,4,4,1,2,2,2,2,2,1,20,2,1,1,2,4,2,2,2,2,2,2,1,1
2095.0000,1,1,1,1,1,1,1,3,2,1,1,3,2,1,1,3,2,2,1,2,4,4,1,2,2,2,2,2,1,16,1,1,1,2,4,1,1,1,1,2,2,1,1
2098.2398,3,4,2,3,2,3,0,3,2,1,1,2,2,1,2,3,1,2,1,2,3,3,1,2,2,1,2,2,1,12,1,1,1,2,3,2,2,1,1,2,1,1,1
2118.2493,3,2,3,3,1,1,0,3,1,1,2,6,1,1,1,3,1,2,2,2,4,3,1,2,1,1,2,2,2,24,1,1,1,2,4,2,2,2,2,2,2,2,1
2148.5293,3,1,1,1,1,2,0,3,1,1,1,1,2,1,1,3,2,2,1,2,4,4,1,2,2,2,2,2,2,17,1,1,1,2,4,1,2,2,2,2,1,1,1
2149.6159,4,4,1,3,1,2,1,4,2,1,2,3,2,1,2,3,1,1,1,2,4,2,2,1,2,2,2,2,1,10,1,1,1,1,4,1,1,1,2,2,2,1,1
2149.8832,3,1,2,2,2,1,0,4,2,1,1,4,2,1,1,3,2,2,1,2,3,3,1,2,2,2,2,2,1,15,1,1,1,2,4,1,2,2,2,2,1,1,2
2150.1082,4,4,2,2,3,1,0,4,2,1,2,3,2,1,1,3,2,2,2,2,3,3,1,2,2,2,2,2,1,18,1,1,2,2,4,1,2,2,2,2,2,1,2
2154.4670,2,2,1,1,1,1,0,4,2,1,2,3,2,1,1,3,2,2,1,2,3,4,2,2,2,2,2,2,2,20,1,1,1,1,4,1,3,2,2,2,2,2,1
2163.6156,2,2,4,4,1,1,0,4,2,1,2,4,2,2,2,3,2,2,1,2,3,3,1,2,2,2,2,2,2,20,1,1,1,2,4,1,2,1,1,2,2,2,2
2181.9345,4,2,4,4,1,1,0,2,1,1,1,3,1,2,1,3,1,1,1,2,2,3,1,2,2,2,2,2,2,24,2,1,1,2,4,2,2,2,2,1,1,1,2
2185.2275,3,3,1,1,1,2,1,2,2,1,2,2,2,1,2,3,2,2,1,2,4,4,2,2,2,1,2,2,2,24,1,1,1,2,4,1,1,1,1,2,2,1,2
2186.9120,2,4,3,3,3,3,0,3,2,1,1,3,2,1,1,3,2,2,1,2,3,3,2,2,2,2,2,2,2,10,1,1,1,2,4,1,2,1,1,2,2,1,1
2190.4373,2,1,1,1,1,1,0,1,2,1,2,3,2,1,2,3,2,2,1,2,3,3,1,2,2,1,2,2,1,20,2,2,2,2,4,2,2,2,2,2,2,1,1
2194.5390,4,1,2,3,1,1,0,3,1,1,1,0,2,1,1,3,2,2,1,1,3,3,1,2,2,2,2,2,1,12,1,1,2,2,4,1,2,2,2,2,2,1,1
2208.1023,3,4,4,1,2,1,0,3,2,1,2,3,2,1,1,3,2,2,1,2,4,4,1,2,2,2,2,2,2,24,2,1,1,1,4,1,1,2,1,2,2,2,2
2208.1648,4,3,4,4,2,2,0,4,1,2,1,0,2,2,1,3,2,1,2,2,3,2,1,1,1,1,1,2,2,18,1,2,2,1,3,1,1,1,1,2,2,2,2
2213.1497,1,2,2,3,1,1,0,3,2,1,1,4,2,1,1,3,2,2,1,2,4,3,1,2,1,2,2,2,2,24,1,2,2,2,4,2,2,2,2,2,2,1,2
2214.7018,1,1,2,1,1,1,0,1,1,1,2,5,2,1,1,3,1,1,1,2,3,4,1,1,2,2,1,2,2,12,1,1,1,2,4,2,2,1,2,2,2,1,2
2221.8726,4,1,1,4,2,3,0,4,1,1,2,2,2,1,2,3,2,2,1,2,3,3,2,2,2,2,2,2,1,18,1,1,1,2,4,1,2,2,3,2,2,2,2
2242.3696,2,2,1,1,1,1,0,3,1,1,1,1,2,1,1,3,1,1,1,1,4,3,1,2,2,2,2,2,1,15,1,1,2,2,4,1,1,1,2,2,1,1,2
2244.5609,1,3,3,3,1,1,0,2,1,1,2,10,2,1,1,3,1,2,1,2,4,4,1,2,2,2,2,2,2,10,1,1,1,2,4,1,1,1,1,2,2,1,2
2247.0326,1,4,4,4,1,1,0,4,1,1,2,3,2,1,1,3,1,2,1,2,3,3,2,2,2,2,2,2,1,12,1,1,1,2,4,1,1,3,1,2,1,1,1
2247.5270,1,2,2,4,1,2,0,4,1,1,1,4,2,1,2,3,2,2,1,2,3,3,1,2,2,2,2,2,1,12,1,2,2,2,4,2,2,2,2,2,1,1,2
2248.6382,1,1,1,1,2,1,0,2,1,1,1,5,2,1,2,3,2,2,1,2,3,3,1,1,2,1,2,2,1,20,1,1,2,2,4,2,2,2,2,2,1,2,1
2260.9205,3,3,3,4,2,1,0,4,1,1,1,96,1,2,1,3,2,2,1,2,4,4,1,2,2,1,2,2,2,18,2,2,2,2,4,1,1,1,2,2,2,2,2
2263.7575,3,1,3,1,1,1,0,4,2,1,1,5,2,1,1,3,2,2,1,2,3,3,1,2,2,1,2,2,2,10,1,1,1,2,4,2,2,2,1,2,2,2,2
2266.7695,3,1,1,2,3,1,1,3,1,1,1,35,2,2,2,3,2,2,1,2,3,3,1,2,2,1,2,2,2,12,1,1,1,2,4,1,3,2,1,2,1,1,2
2268.1155,2,3,3,2,2,3,1,2,2,1,1,23,1,1,2,3,2,1,1,2,3,3,2,2,2,2,2,2,1,20,1,1,1,2,4,2,2,2,2,1,1,1,1
2270.5598,1,1,2,2,1,1,0,2,1,1,1,1,2,1,1,3,1,1,2,2,4,4,1,2,2,2,2,2,2,14,1,1,1,2,4,2,2,2,2,1,1,1,2
2273.4711,3,1,1,3,1,1,0,1,2,1,1,2,1,2,2,2,2,2,1,2,3,3,1,1,2,2,2,2,2,5,2,2,1,2,4,1,2,1,1,2,1,1,1
2279.4082,1,1,3,3,1,1,0,2,1,1,1,4,2,1,1,3,1,1,2,2,3,4,1,2,2,2,2,2,1,10,1,1,1,2,4,1,1,2,1,2,2,1,2
2281.9419,3,2,2,4,3,1,1,2,2,1,1,4,2,1,1,3,1,2,1,2,4,4,2,2,2,2,2,2,1,20,1,1,2,2,4,1,2,2,2,2,2,1,2
2286.1887,2,1,2,2,3,2,0,3,2,1,1,3,2,1,1,3,2,2,1,2,4,4,2,2,2,2,2,2,2,18,1,1,1,2,4,1,2,1,1,2,2,1,2
2295.8670,1,1,1,2,1,1,0,3,2,1,2,1,2,1,1,3,2,2,1,2,4,4,2,2,2,1,1,2,2,15,1,2,2,1,4,1,2,2,1,2,2,2,2
2304.3587,1,3,1,3,1,1,0,3,1,1,2,2,2,1,1,3,2,2,1,2,4,3,1,1,2,2,2,2,1,11,1,1,2,1,4,1,2,1,2,2,1,2,2
2306.3205,1,1,1,1,1,2,0,4,1,1,1,1,2,1,1,3,2,2,1,2,2,4,1,2,2,1,1,2,2,15,1,1,2,1,4,1,1,1,1,2,2,1,2
2308.4564,4,4,4,4,2,1,0,4,2,1,2,0,2,1,1,3,2,2,1,2,3,3,1,2,2,2,2,2,1,24,2,1,2,1,3,1,1,1,1,2,1,2,2
2308.7164,2,1,1,1,1,1,0,3,1,1,2,4,2,1,1,3,1,2,2,2,4,4,2,2,2,2,2,2,2,14,1,1,1,2,4,2,2,2,2,1,1,1,2
2315.5658,3,4,1,3,2,1,0,4,2,1,2,17,1,1,2,3,2,2,1,2,4,3,1,2,2,2,1,2,2,10,1,1,2,2,4,1,2,2,1,2,2,2,2
2321.7182,3,2,1,1,1,1,1,3,1,1,2,18,1,1,2,3,2,2,1,2,4,4,1,2,2,2,2,2,2,11,1,1,1,2,4,2,2,2,2,2,1,2,2
2325.1053,3,4,3,3,2,3,0,3,1,2,2,7,2,1,1,3,2,1,1,2,3,3,1,2,2,2,2,2,2,11,2,1,1,2,2,1,1,2,1,1,2,1,1
2329.0301,4,4,2,2,1,1,0,4,1,1,2,6,2,1,1,3,2,2,2,2,4,4,1,2,2,1,2,2,2,21,1,1,2,1,4,2,2,2,2,2,2,2,2
2341.6508,3,1,3,3,3,1,0,4,2,1,1,97,1,2,1,3,2,2,1,2,3,4,1,2,2,2,2,2,2,21,1,1,1,2,4,1,2,2,2,2,2,2,2
2343.6560,2,1,1,1,3,1,0,3,2,1,1,16,1,1,1,3,2,2,1,2,4,1,2,1,2,2,2,2,1,24,1,2,2,2,4,2,2,2,2,2,1,2,2
